saddr,daddr,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.3.26,172.16.0.106,806876,3,0,115,0,115,0,38.33333333,66.39528096,0,0,0.0,0.0,142.5249976,3.718043417,403438.0,378317.6843,670949.0,135927.0,806876.0,403438.0,378317.6843,670949.0,135927.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,3.718043417,0.0,0,115,28.75,57.5,3306.25,2,1,0,0,0,0,0,0,0,38.33333333,38.33333333,0.0,0,0,0,0,0,0,1,38,0,0,8192,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.0.160,172.16.3.104,61605,1,1,1056,0,1056,1056,1056.0,0.0,0,0,0.0,0.0,17141.46579,32.46489733,61605.0,0.0,61605.0,61605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,16.23244866,16.23244866,0,1056,704.0,609.6818843,371712.0,2,0,0,1,2,0,0,0,1,1056.0,1056.0,0.0,0,0,0,0,0,0,0,528,0,0,502,501,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.0.147,172.16.2.230,32291863,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.061935107,32300000.0,0.0,32300000.0,32300000.0,32300000.0,32300000.0,0.0,32300000.0,32300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.061935107,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,32300000.0,0.0,32300000.0,32300000.0,SlowDDoS
172.16.3.104,172.16.1.234,4111,3,5,127,2302,127,0,42.33333333,73.32348419,1448,0,460.4,659.113268,590853.8069,1945.998541,587.2857143,373.0802926,1261.0,238.0,980.0,490.0,7.071067812,495.0,485.0,3864.0,966.0,239.6525262,1261.0,761.0,0,0,0,0,104,168,729.7494527,1216.249088,0,1448,269.8888889,519.3903745,269766.3611,1,2,0,3,7,0,0,0,1,303.625,42.33333333,460.4,0,0,0,2429,4,775790,0,15,0,287,64240,509,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.1.5,172.16.3.239,2789234,4,1,0,1448,0,0,0.0,0.0,1448,1448,1448.0,0.0,519.1389464,1.792606859,697308.5,808080.9292,1490706.0,236.0,2789234.0,929744.6667,1608883.351,2787523.0,236.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,128,32,1.434085487,0.358521372,0,1448,241.3333333,591.1435246,349450.6667,1,0,0,0,5,0,0,0,0,289.6,0.0,1448.0,0,0,0,0,0,0,0,0,0,289,501,502,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.2.218,172.16.1.88,1081476,6,0,7300,0,1460,0,1216.666667,596.0425041,0,0,0.0,0.0,6750.034213,5.547973325,216295.2,122756.3344,353211.0,47760.0,1081476.0,216295.2,122756.3344,353211.0,47760.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,5.547973325,0.0,0,1460,1251.428571,551.8281306,304514.2857,1,5,0,0,0,0,0,0,0,1460.0,1216.666667,0.0,0,0,0,7300,5,7061,1,1216,0,0,8192,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.1.221,172.16.0.247,28190,9,0,12600,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,446967.0096,319.2621497,3523.75,1252.18857,5858.0,1173.0,28190.0,3523.75,1252.18857,5858.0,1173.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,0,319.2621497,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1555.555556,1400.0,0.0,0,0,0,12600,9,446967,1,1400,0,0,0,0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.1.111,172.16.2.6,246,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8130.081301,246.0,0.0,246.0,246.0,246.0,246.0,0.0,246.0,246.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,8130.081301,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,502,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.3.63,172.16.2.239,159832,28,0,39200,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,245257.5204,175.1839431,5919.703704,9151.396467,47897.0,1155.0,159832.0,5919.703704,9151.396467,47897.0,1155.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,224,0,175.1839431,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1450.0,1400.0,0.0,0,0,0,39200,28,245257,1,1400,0,0,0,0,27,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.2.195,172.16.3.152,44739,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,67.05558908,22369.5,26778.84091,41305.0,3434.0,44739.0,22369.5,26778.84091,41305.0,3434.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,67.05558908,0.0,0,0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,502,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.3.92,172.16.1.145,923,2,0,2504,0,1448,1056,1252.0,277.1858582,0,0,0.0,0.0,2712892.741,2166.847237,923.0,0.0,923.0,923.0,923.0,923.0,0.0,923.0,923.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2166.847237,0.0,1056,1448,1317.333333,226.3213055,51221.33333,1,0,0,1,2,0,0,0,0,1976.0,1252.0,0.0,0,0,0,0,0,0,1,1252,0,0,509,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.2.223,172.16.1.123,32049,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,187.2133296,6409.8,9806.334137,22390.0,2.0,32049.0,6409.8,9806.334137,22390.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,192,0,187.2133296,0.0,0,0,0.0,0.0,0.0,1,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,501,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.3.25,172.16.1.246,160732,3,1,0,1448,0,0,0.0,0.0,1448,1448,1448.0,0.0,9008.784809,24.88614588,53577.33333,54379.55112,108726.0,1.0,160732.0,80366.0,113653.2729,160731.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,108,32,18.66460941,6.221536471,0,1448,289.6,647.5652863,419340.8,1,0,0,0,4,0,0,0,0,362.0,0.0,1448.0,0,0,0,0,0,0,0,0,0,362,501,509,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.0.247,172.16.1.82,23889,4,4,305,129,305,0,76.25,152.5,112,0,32.25,53.7672453,18167.35736,334.8821633,3412.714286,7416.72472,20059.0,14.0,23648.0,7882.666667,10989.09752,20466.0,175.0,23875.0,7958.333333,10583.61759,20059.0,427.0,0,0,0,0,136,136,167.4410817,167.4410817,0,305,48.22222222,103.0349186,10616.19444,1,2,0,3,7,0,0,0,1,54.25,76.25,32.25,0,0,0,0,0,0,0,38,0,16,64240,507,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.2.26,172.16.3.148,63840680,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.093983961,12800000.0,12700000.0,33300000.0,2005486.0,63800000.0,12800000.0,12700000.0,33300000.0,2005486.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240,0,0.093983961,0.0,0,0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,40,6253310.0,0.0,6253310.0,6253310.0,19200000.0,12800000.0,33300000.0,8173274.0,SlowDDoS
172.16.2.53,172.16.2.19,79873615,2,1,468,0,234,234,234.0,0.0,0,0,0.0,0.0,5.859256527,0.037559337,39900000.0,56400000.0,79900000.0,22660.0,79900000.0,79900000.0,0.0,79900000.0,79900000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,0.025039558,0.012519779,0,234,175.5,117.0,13689.0,0,0,1,2,2,0,0,0,0,234.0,234.0,0.0,0,0,0,0,0,0,0,156,0,0,502,0,1,32,0.0,0.0,0.0,0.0,79900000.0,0.0,79900000.0,79900000.0,SlowDDoS
172.16.1.46,172.16.0.66,30807,12,0,16800,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,545330.6067,389.5218619,2800.636364,796.3439298,3638.0,1153.0,30807.0,2800.636364,796.3439298,3638.0,1153.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,389.5218619,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1516.666667,1400.0,0.0,0,0,0,16800,12,545330,1,1400,0,0,0,0,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.0.89,172.16.0.224,5879,6,0,8400,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,1428814.424,1020.581732,1175.8,16.33095221,1195.0,1161.0,5879.0,1175.8,16.33095221,1195.0,1161.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48,0,1020.581732,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1633.333333,1400.0,0.0,0,0,0,8400,6,1428814,1,1400,0,0,0,0,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.2.220,172.16.0.93,246,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8130.081301,246.0,0.0,246.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,4065.04065,4065.04065,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.1.75,172.16.2.130,831849,3,1,2000,0,1000,0,666.6666667,577.3502692,0,0,0.0,0.0,2404.282508,4.808565016,277283.0,477862.9541,829070.0,235.0,831849.0,415924.5,584275.9693,829070.0,2779.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,20,3.606423762,1.202141254,0,1000,600.0,547.7225575,300000.0,1,2,1,0,1,0,0,0,0,750.0,666.6666667,0.0,0,0,0,0,0,0,0,500,0,0,8192,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.2.198,172.16.3.86,3342,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,598.4440455,3342.0,0.0,3342.0,3342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,299.2220227,299.2220227,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,502,507,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.3.140,172.16.0.94,69349102,12,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.173037569,6304463.818,3853541.634,11718955.0,1676543.0,69349102.0,6304463.818,3853541.634,11718955.0,1676543.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240,0,0.173037569,0.0,0,0,0.0,0.0,0.0,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,2412257.667,910585.4436,3430660.0,1676543.0,8511998.429,2972656.469,11718955.0,5138112.0,Network
172.16.1.213,172.16.3.158,75223852,23,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.305754084,3419266.0,2625803.852,11338250.0,413042.0,75223852.0,3419266.0,2625803.852,11338250.0,413042.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,460,0,0.305754084,0.0,0,0,0.0,0.0,0.0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,7317770.75,4220502.344,12758607.0,3787937.0,7018291.2,2506272.926,11338250.0,5086664.0,Network
172.16.2.132,172.16.1.192,5775476,1,2,36,0,36,36,36.0,0.0,0,0,0.0,0.0,6.233252463,0.519437705,2887738.0,4028107.318,5736040.0,39436.0,0.0,0.0,0.0,0.0,0.0,5736040.0,5736040.0,0.0,5736040.0,5736040.0,1,0,0,0,32,64,0.173145902,0.346291803,0,36,18.0,20.78460969,432.0,1,0,0,1,3,0,0,0,2,24.0,36.0,0.0,0,0,0,0,0,0,0,12,0,0,502,501,0,32,39436.0,0.0,39436.0,39436.0,5736040.0,0.0,5736040.0,5736040.0,SlowDDoS
172.16.2.129,172.16.2.249,94092008,17,1,2576,0,322,0,151.5294118,165.6676332,0,0,0.0,0.0,27.37745803,0.191302114,5534824.0,8874365.544,34100000.0,2920.0,94100000.0,5880750.5,9046272.384,34100000.0,2920.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,600,40,0.180674218,0.010627895,0,322,135.5789474,163.3368421,26678.92398,0,8,0,8,11,0,0,0,0,143.1111111,151.5294118,0.0,0,0,0,1288,4,750,0,143,0,0,64240,65160,8,32,7198721.0,189108.6376,7332441.0,7065001.0,15900000.0,10900000.0,34100000.0,7181384.0,SlowDDoS
172.16.3.38,172.16.1.154,23221,4,5,305,129,305,0,76.25,152.5,112,0,25.8,48.74628191,18689.9789,387.5802076,2902.625,7770.112133,22131.0,3.0,22975.0,7658.333333,12874.0912,22524.0,191.0,23034.0,5758.5,10917.133,22131.0,3.0,0,0,0,0,136,168,172.25787,215.3223375,0,305,43.4,98.3318644,9669.155556,1,2,0,3,8,0,0,0,1,48.22222222,76.25,25.8,0,0,0,0,0,0,0,33,0,14,64240,507,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.3.84,172.16.2.58,20982,3,4,295,129,295,0,98.33333333,170.3183294,112,0,32.25,53.7672453,20207.79716,333.6192927,3497.0,6742.248379,17009.0,4.0,415.0,207.5,28.99137803,228.0,187.0,20799.0,6933.0,8887.838657,17009.0,207.0,0,0,0,0,72,92,142.9796969,190.6395958,0,295,53.0,105.1434394,11055.14286,1,2,0,3,6,0,0,0,1,60.57142857,98.33333333,32.25,0,0,0,0,0,0,0,42,0,18,8192,501,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.3.210,172.16.2.82,32387,8,0,11200,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,345817.7664,247.0126903,4626.714286,997.7200199,6499.0,3511.0,32387.0,4626.714286,997.7200199,6499.0,3511.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,247.0126903,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1575.0,1400.0,0.0,0,0,0,11200,8,345817,1,1400,0,0,0,0,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.2.212,172.16.1.152,651793,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4.602688277,325896.5,459065.7432,650505.0,1288.0,651793.0,651793.0,0.0,651793.0,651793.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,3.068458851,1.534229426,0,0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.1.148,172.16.2.191,33375,10,0,14000,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,419475.6554,299.6254682,3708.333333,1490.051425,7444.0,2340.0,33375.0,3708.333333,1490.051425,7444.0,2340.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,299.6254682,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1540.0,1400.0,0.0,0,0,0,14000,10,419475,1,1400,0,0,0,0,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.2.206,172.16.1.189,63693590,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.109901169,10600000.0,11900000.0,32200000.0,1010342.0,63700000.0,10600000.0,11900000.0,32200000.0,1010342.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.109901169,0.0,0,0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,40,7142270.0,0.0,7142270.0,7142270.0,18900000.0,12200000.0,32200000.0,8210495.0,SlowDDoS
172.16.3.127,172.16.0.22,18066905,5951,5926,8517725,0,2896,0,1431.309864,158.6291138,0,0,0.0,0.0,471454.574,657.3898518,1521.29547,6444.578727,403584.0,1.0,18066905.0,3036.454622,11101.72559,486397.0,4.0,17952493.0,3029.956624,28262.043,636768.0,1.0,0,0,0,0,190492,314700,329.3867987,328.0030531,0,2896,717.1009429,724.4370055,524808.975,1,0,0,140,11877,0,0,0,0,717.1613202,1431.309864,0.0,0,0,0,8517725,5884,471526,0,717,0,0,502,15409,5884,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.1.229,172.16.2.107,103936,5,0,5400,0,1448,0,1080.0,627.145916,0,0,0.0,0.0,51955.04926,48.10652709,25984.0,44825.66585,92996.0,906.0,103936.0,25984.0,44825.66585,92996.0,906.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,48.10652709,0.0,0,1448,1141.333333,580.7066959,337220.2667,1,0,0,1,5,0,0,0,0,1369.6,1080.0,0.0,0,0,0,5400,4,56786,1,1080,0,0,502,0,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.2.68,172.16.2.184,51151325,2,1,468,0,234,234,234.0,0.0,0,0,0.0,0.0,9.149323111,0.058649507,25600000.0,36100000.0,51100000.0,33914.0,51100000.0,51100000.0,0.0,51100000.0,51100000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,0.039099671,0.019549836,0,234,175.5,117.0,13689.0,0,0,1,2,2,0,0,0,0,234.0,234.0,0.0,0,0,0,0,0,0,0,156,0,0,502,0,1,32,0.0,0.0,0.0,0.0,51100000.0,0.0,51100000.0,51100000.0,SlowDDoS
172.16.0.46,172.16.1.172,1306009,6,1,0,1056,0,0,0.0,0.0,1056,1056,1056.0,0.0,808.5702319,5.359840552,217668.1667,422168.2188,1075461.0,3.0,230548.0,46109.6,45165.72467,97802.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,192,32,4.594149045,0.765691507,0,1056,132.0,373.3523805,139392.0,1,0,0,1,7,0,0,0,0,150.8571429,0.0,1056.0,0,0,0,0,0,0,0,0,0,150,501,509,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.0.41,172.16.3.30,17378,9,0,3960,0,440,440,440.0,0.0,0,0,0.0,0.0,227874.3239,517.8961906,2172.25,3247.486754,7550.0,391.0,17378.0,2172.25,3247.486754,7550.0,391.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,0,517.8961906,0.0,440,440,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0,488.8888889,440.0,0.0,0,0,0,3960,9,227874,1,440,0,0,0,0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.1.90,172.16.3.128,63856156,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.093961184,12800000.0,12700000.0,33300000.0,2016164.0,63900000.0,12800000.0,12700000.0,33300000.0,2016164.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240,0,0.093961184,0.0,0,0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,40,6245980.0,0.0,6245980.0,6245980.0,19200000.0,12800000.0,33300000.0,8195289.0,SlowDDoS
172.16.0.34,172.16.0.41,69800722,12,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.186244492,5816726.833,4420000.349,13972909.0,818649.0,69800722.0,6345520.182,6236676.686,21522199.0,818649.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240,20,0.171917992,0.014326499,0,0,0.0,0.0,0.0,0,0,1,0,12,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,4385413.333,2426525.906,7187272.0,2969686.0,9440747.0,3074455.426,13972909.0,5902601.0,Network
172.16.1.120,172.16.0.231,5406988,2,4,1448,0,1448,0,724.0,1023.890619,0,0,0.0,0.0,267.801593,1.109675109,1081397.6,734928.8773,1804614.0,3.0,2311620.0,2311620.0,0.0,2311620.0,2311620.0,3796688.0,1265562.667,1253155.371,2505934.0,3.0,0,0,0,0,72,160,0.369891703,0.739783406,0,1448,206.8571429,547.2925569,299529.1429,1,1,0,0,6,0,0,0,2,241.3333333,724.0,0.0,0,0,0,0,0,0,0,241,0,0,65160,501,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.3.45,172.16.1.84,28622,20,0,8800,0,440,440,440.0,0.0,0,0,0.0,0.0,307455.8032,698.7631892,1506.421053,1979.369577,6931.0,391.0,28622.0,1506.421053,1979.369577,6931.0,391.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,698.7631892,0.0,440,440,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0,462.0,440.0,0.0,0,0,0,8800,20,307455,1,440,0,0,0,0,19,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.0.67,172.16.3.97,555046,8,6,60,5792,60,0,7.5,21.21320344,1448,0,965.3333333,747.7439847,10543.27029,25.22313466,42695.84615,50375.81156,135234.0,3.0,465414.0,66487.71429,99337.33504,223269.0,3.0,421837.0,84367.4,90095.97467,201201.0,1234.0,0,0,0,0,264,200,14.41321981,10.80991485,0,1448,390.1333333,660.4844398,436239.6952,1,2,0,1,13,0,0,0,0,418.0,7.5,965.3333333,0,0,0,5852,5,28779,0,4,0,413,64240,502,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.2.180,172.16.1.202,17408,5,0,7000,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,402113.9706,287.2242647,4352.0,564.0076832,4715.0,3521.0,17408.0,4352.0,564.0076832,4715.0,3521.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,287.2242647,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1680.0,1400.0,0.0,0,0,0,7000,5,402113,1,1400,0,0,0,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.1.108,172.16.1.234,322458,5,3,0,100,0,0,0.0,0.0,50,0,33.33333333,28.86751346,310.1179068,24.80943255,46065.42857,43879.34914,101878.0,1362.0,288264.0,72066.0,41142.82301,101878.0,12086.0,318552.0,159276.0,117294.8729,242216.0,76336.0,0,0,0,0,100,60,15.50589534,9.303537205,0,50,11.11111111,22.04792759,486.1111111,1,2,5,0,5,0,0,0,0,12.5,0.0,33.33333333,0,0,0,0,0,0,0,0,0,12,0,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.1.133,172.16.2.202,66351609,20,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.316495716,3317580.45,2781511.37,9712773.0,430480.0,66351609.0,3492189.947,2824783.831,9712773.0,430480.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,400,20,0.301424491,0.015071225,0,0,0.0,0.0,0.0,0,0,1,0,20,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,11420936.0,6932450.71,19020997.0,5444170.0,8022200.25,1323396.698,9712773.0,6837268.0,Network
172.16.3.192,172.16.3.130,456383,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4.382284178,456383.0,0.0,456383.0,456383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,2.191142089,2.191142089,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.1.238,172.16.0.143,22743,3,4,305,129,305,0,101.6666667,176.0918321,112,0,32.25,53.7672453,19082.79471,307.7870114,3790.5,8654.792909,21450.0,3.0,891.0,445.5,388.2016229,720.0,171.0,22575.0,7525.0,12066.35442,21450.0,153.0,0,0,0,0,104,136,131.9087192,175.8782922,0,305,54.25,108.4392523,11759.07143,1,2,0,3,6,0,0,0,1,62.0,101.6666667,32.25,0,0,0,0,0,0,0,43,0,18,64240,507,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.2.190,172.16.3.144,58109664,16,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.275341465,3873977.6,3954875.848,15261143.0,416694.0,58109664.0,3873977.6,3954875.848,15261143.0,416694.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,320,0,0.275341465,0.0,0,0,0.0,0.0,0.0,0,0,0,0,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,5247889.0,6612037.708,12783419.0,416694.0,9006394.0,4467280.464,15261143.0,5030300.0,Network
